aeropuerto,nacionalidad,residente,continentes,meses,cantidad,meses_numero,year,fecha,id_aeropuerto,id_continentes
La romana,Portugal,NO RESIDENTES,Europa,Enero,7,1,2015,2015-01-01,2,5
La romana,República Checa,NO RESIDENTES,Europa,Enero,14,1,2015,2015-01-01,2,5
La romana,Rumania,NO RESIDENTES,Europa,Enero,8,1,2015,2015-01-01,2,5
La romana,Rusia,NO RESIDENTES,Europa,Enero,105,1,2015,2015-01-01,2,5
La romana,Suecia,NO RESIDENTES,Europa,Enero,5,1,2015,2015-01-01,2,5
La romana,Suiza,NO RESIDENTES,Europa,Enero,18,1,2015,2015-01-01,2,5
La romana,Ucrania,NO RESIDENTES,Europa,Enero,641,1,2015,2015-01-01,2,5
La romana,Otros,NO RESIDENTES,Europa,Enero,34,1,2015,2015-01-01,2,5
La romana,Australia,NO RESIDENTES,Resto del mundo,Enero,7,1,2015,2015-01-01,2,6
La romana,Otros,NO RESIDENTES,Resto del mundo,Enero,15,1,2015,2015-01-01,2,6
Cibao,Republica Dominicana,NO RESIDENTES,America central y el caribe,Enero,19325,1,2015,2015-01-01,1,1
Cibao,Canadá,NO RESIDENTES,America del norte,Enero,115,1,2015,2015-01-01,1,2
Cibao,Estados Unidos,NO RESIDENTES,America del norte,Enero,8741,1,2015,2015-01-01,1,2
Cibao,México,NO RESIDENTES,America del norte,Enero,206,1,2015,2015-01-01,1,2
Cibao,Aruba,NO RESIDENTES,America central y el caribe,Enero,0,1,2015,2015-01-01,1,1
Cibao,"Caicos y Turcas, Islas",NO RESIDENTES,America central y el caribe,Enero,45,1,2015,2015-01-01,1,1
Cibao,Costa Rica,NO RESIDENTES,America central y el caribe,Enero,35,1,2015,2015-01-01,1,1
Cibao,Cuba,NO RESIDENTES,America central y el caribe,Enero,110,1,2015,2015-01-01,1,1
Cibao,Curazao,NO RESIDENTES,America central y el caribe,Enero,0,1,2015,2015-01-01,1,1
Cibao,El Salvador,NO RESIDENTES,America central y el caribe,Enero,100,1,2015,2015-01-01,1,1
Cibao,Guadalupe,NO RESIDENTES,America central y el caribe,Enero,0,1,2015,2015-01-01,1,1
Cibao,Guatemala,NO RESIDENTES,America central y el caribe,Enero,105,1,2015,2015-01-01,1,1
Cibao,Haití,NO RESIDENTES,America central y el caribe,Enero,185,1,2015,2015-01-01,1,1
