"aeropuerto","nacionalidad","total","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre"
NA,NA,NA,"ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","30024","1946","1311","1913","1748","1695","2774","3956","3527","1725","1395","1353","6681"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","3891327","343477","335425","402955","344276","313637","353757","398753","315983","208791","241192","285057","348024"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","2204338","195531","205587","267485","206378","177670","205541","235812","175853","90848","100767","147349","195517"
NA,"Canadá","634382","84376","75838","89454","68968","38131","29995","37274","39517","22664","26744","49580","71841"
NA,"Estados Unidos","1554183","110400","129177","177067","136494","138235","173880","196784","134832","66996","72974","96085","121259"
NA,"México","15773","755","572","964","916","1304","1666","1754","1504","1188","1049","1684","2417"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","83014","2520","2580","4185","4855","5603","18291","20278","6557","4772","4709","4264","4400"
NA,"Aruba","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","2555","300","124","288","180","172","319","288","156","80","76","224","348"
NA,"Cuba","12906","160","236","356","396","772","3525","3934","1832","740","495","292","168"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","2409","60","112","144","180","328","289","260","336","132","220","216","132"
NA,"Guadalupe","336","0","0","0","20","0","4","132","180","0","0","0","0"
NA,"Guatemala","2555","72","120","144","180","88","435","260","108","108","256","328","456"
NA,"Haití","581","80","52","72","76","24","45","48","24","12","20","48","80"
NA,"Honduras","1055","168","60","88","68","88","91","104","20","160","76","48","84"
NA,"Jamaica","1714","72","116","112","100","268","294","132","236","60","168","108","48"
NA,"Martinica","20","0","0","0","0","0","0","12","8","0","0","0","0"
NA,"Panamá","9229","336","600","796","1464","392","543","853","630","1188","666","1144","617"
NA,"Puerto  Rico","47732","1172","1040","1869","2095","3339","12520","13967","2859","2204","2560","1764","2343"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","1084","36","48","236","48","92","116","204","116","28","76","28","56"
NA,"Virgenes Americanas, Islas","16","0","0","0","0","0","0","0","0","0","0","0","16"
NA,"Otros","822","64","72","80","48","40","110","84","52","60","96","64","52"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","590295","49809","40885","40978","46710","55315","51678","52563","50391","47818","55170","47364","51614"
NA,"Argentina","194801","20086","15637","15249","17756","21083","16746","16580","14247","13159","15097","15658","13503"
NA,"Bolivia","9649","365","224","140","612","980","605","913","559","1236","881","1192","1942"
NA,"Brasil","120351","10650","7384","6929","8788","10972","10565","9788","11354","10984","10342","10592","12003"
NA,"Chile","95650","7471","8440","5420","6400","7313","8465","9691","8308","10273","11100","6433","6336"
NA,"Colombia","82471","5717","3452","5644","5589","5665","8040","7661","7964","5806","8421","6841","11671"
NA,"Ecuador","7884","289","840","628","328","804","236","656","1357","476","1074","768","428"
NA,"Perú","32871","2382","3064","3144","2846","2987","1921","3527","2457","1972","3989","2180","2402"
NA,"Uruguay","24252","1336","1100","2094","2539","3023","2614","1774","2513","2068","2525","1988","678"
NA,"Venezuela","14455","738","444","1418","1324","1472","1417","1197","1164","1264","1313","1132","1572"
NA,"Otros","7911","775","300","312","528","1016","1069","776","468","580","428","580","1079"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","10176","1004","832","1196","624","1040","1156","868","696","604","488","640","1028"
NA,"China","1125","120","52","216","100","96","121","64","16","16","4","112","208"
NA,"Corea del Sur","703","84","136","96","24","24","87","48","44","8","76","40","36"
NA,"India","1501","136","128","296","108","148","173","128","96","20","48","120","100"
NA,"Israel","1908","160","132","144","116","172","128","112","104","368","140","96","236"
NA,"Japón","676","56","48","56","52","40","32","20","76","24","40","80","152"
NA,"Taiwan","84","8","12","20","4","4","24","0","12","0","0","0","0"
NA,"Otros","4179","440","324","368","220","556","591","496","348","168","180","192","296"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","1001540","94557","85417","88975","85633","73781","77031","88988","82398","64685","80034","85108","94933"
NA,"Alemania","151534","14450","13298","16196","13096","12211","9641","9953","9429","9764","11619","17013","14864"
NA,"Austria","9306","1409","1044","772","884","512","638","681","419","220","368","1252","1107"
NA,"Bélgica","28221","3216","2396","2421","2810","1708","2162","2978","1720","2464","1680","2464","2202"
NA,"Bulgaria","2071","320","332","248","148","164","91","72","28","68","160","256","184"
NA,"Dinamarca","2482","417","704","756","24","32","33","92","12","24","16","12","360"
NA,"Escocia","294","0","24","4","16","12","86","92","0","48","8","0","4"
NA,"España","99204","6122","5156","8496","7024","6229","9573","11532","12185","8717","7455","7237","9478"
NA,"Finlandia","410","72","44","80","12","8","46","12","0","24","16","68","28"
NA,"Francia","170267","20219","20781","17259","19107","12152","9226","11804","13105","5902","10275","11887","18550"
NA,"Grecia","473","60","72","80","60","16","29","0","20","44","4","36","52"
NA,"Holanda","21294","2424","1304","1842","1956","1704","1968","2148","2150","988","1317","1236","2257"
NA,"Hungría","4365","855","472","456","128","216","294","144","96","272","296","520","616"
NA,"Inglaterra","163217","7179","7140","8476","14010","17682","16481","21392","18582","14643","16992","10827","9813"
NA,"Irlanda","1045","28","132","40","128","68","145","132","36","104","76","32","124"
NA,"Italia","14568","1606","1488","920","948","852","1487","1033","2158","636","578","944","1918"
NA,"Luxemburgo","837","80","104","152","140","52","25","32","36","16","40","28","132"
NA,"Noruega","208","36","20","32","4","4","20","32","0","4","12","8","36"
NA,"Polonia","35727","5400","4988","2025","916","888","1516","2312","2182","3196","2923","4099","5282"
NA,"Portugal","36913","2070","1840","1949","3486","2000","4533","4792","6198","3075","2456","2340","2174"
NA,"República Checa","6510","787","820","640","672","204","564","192","152","396","268","1044","771"
NA,"Rumania","5757","671","472","256","576","380","401","240","216","368","666","520","991"
NA,"Rusia","193663","20438","16738","19399","15586","13819","14347","15455","11681","11552","17502","18393","18753"
NA,"Suecia","3752","1040","1080","764","96","20","28","68","0","12","36","32","576"
NA,"Suiza","29500","2614","2836","3255","2498","940","2212","3036","1393","1224","3690","2912","2890"
NA,"Ucrania","14167","2316","1584","2101","924","1420","758","556","392","604","1129","1244","1139"
NA,"Otros","5755","728","548","356","384","488","727","208","208","320","452","704","632"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","1964","56","124","136","76","228","60","244","88","64","24","332","532"
NA,"Australia","340","32","80","48","28","4","36","8","0","8","12","36","48"
NA,"Otros","1624","24","44","88","48","224","24","236","88","56","12","296","484"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL DE LA ROMANA, 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD","TOTAL","M E S E S *",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","100773","13252","13172","11724","6869","3771","6100","6848","5706","4670","5874","8232","14555"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","4048","431","233","204","200","273","448","454","362","543","341","187","372"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","3627","393","213","182","187","248","396","367","311","498","307","175","350"
NA,"EXTRANJEROS","421","38","20","22","13","25","52","87","51","45","34","12","22"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","96725","12821","12939","11520","6669","3498","5652","6394","5344","4127","5533","8045","14183"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","4991","468","310","268","318","418","635","566","440","330","289","223","726"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","91734","12353","12629","11252","6351","3080","5017","5828","4904","3797","5244","7822","13457"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","31201","5836","5199","6005","1703","1064","1290","1488","1499","468","775","1274","4600"
NA,"Canadá","19151","4732","4087","4704","639","6","340","632","525","2","1","368","3115"
NA,"Estados Unidos","11935","1096","1112","1288","1037","1055","944","854","969","466","773","893","1448"
NA,"México","115","8","0","13","27","3","6","2","5","0","1","13","37"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","2640","33","44","209","69","249","764","647","138","48","83","200","156"
NA,"Aruba","2","0","0","0","0","0","0","0","0","2","0","0","0"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Cuba","12","0","0","2","2","0","3","0","3","0","1","0","1"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","2","0","0","1","0","0","0","1","0","0","0","0","0"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","15","0","0","0","6","0","2","0","0","0","0","0","7"
NA,"Haití","29","1","5","1","0","0","6","5","0","0","0","0","11"
NA,"Honduras","9","0","0","1","1","2","0","4","1","0","0","0","0"
NA,"Jamaica","5","1","0","0","0","0","1","1","1","0","1","0","0"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","7","1","0","0","0","2","0","0","0","0","0","0","4"
NA,"Puerto  Rico","2537","29","38","196","55","243","750","636","133","46","80","200","131"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","7","0","0","3","0","2","2","0","0","0","0","0","0"
NA,"Virgenes Americanas, Islas","5","0","0","4","1","0","0","0","0","0","0","0","0"
NA,"Otros","10","1","1","1","4","0","0","0","0","0","1","0","2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","6649","607","2148","526","108","92","373","495","181","343","326","566","884"
NA,"Argentina","107","14","22","5","10","1","5","5","4","9","7","19","6"
NA,"Bolivia","2703","452","233","0","1","0","240","327","82","150","251","339","628"
NA,"Brasil","28","1","2","7","1","1","2","0","2","1","6","0","5"
NA,"Chile","1666","1","1453","211","0","0","0","0","0","0","0","0","1"
NA,"Colombia","155","16","56","7","4","1","6","7","8","3","3","14","30"
NA,"Ecuador","141","6","2","2","0","0","1","1","1","126","1","1","0"
NA,"Perú","16","0","1","6","0","1","1","1","3","1","2","0","0"
NA,"Uruguay","1","0","0","0","0","0","0","0","0","0","1","0","0"
NA,"Venezuela","1828","117","379","288","92","87","118","154","81","53","55","190","214"
NA,"Otros","4","0","0","0","0","1","0","0","0","0","0","3","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","90","12","6","2","4","2","4","2","10","0","1","3","44"
NA,"China","15","1","2","0","0","0","4","0","1","0","0","1","6"
NA,"Corea del Sur","1","0","1","0","0","0","0","0","0","0","0","0","0"
NA,"India","6","1","1","0","2","0","0","1","0","0","1","0","0"
NA,"Israel","14","1","0","1","0","2","0","1","3","0","0","2","4"
NA,"Japón","7","0","1","0","0","0","0","0","6","0","0","0","0"
NA,"Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","47","9","1","1","2","0","0","0","0","0","0","0","34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","51135","5862","5232","4509","4466","1673","2582","3196","3072","2938","4059","5779","7767"
NA,"Alemania","161","33","24","51","10","0","3","3","1","1","6","11","18"
NA,"Austria","5","0","1","2","0","0","0","0","0","0","0","0","2"
NA,"Bélgica","8","0","0","2","0","0","0","0","0","0","0","0","6"
NA,"Bulgaria","12","0","3","0","1","2","0","0","1","2","0","0","3"
NA,"Dinamarca","10","0","0","0","0","0","9","0","0","0","0","0","1"
NA,"Escocia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"España","95","15","7","22","8","1","8","2","6","0","6","4","16"
NA,"Finlandia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Francia","697","10","5","1","8","0","11","310","331","0","3","9","9"
NA,"Grecia","5","3","0","2","0","0","0","0","0","0","0","0","0"
NA,"Holanda","21","1","2","2","0","2","2","1","2","0","3","0","6"
NA,"Hungría","12","1","0","5","0","1","2","2","0","0","1","0","0"
NA,"Inglaterra","1624","643","457","511","5","0","1","3","1","0","0","0","3"
NA,"Irlanda","7","2","2","1","1","0","0","0","1","0","0","0","0"
NA,"Italia","37402","4555","4586","3812","4298","1579","2440","2800","2672","1580","1699","3115","4266"
NA,"Luxemburgo","1","0","0","0","0","0","0","0","0","0","1","0","0"
NA,"Noruega","2","0","0","2","0","0","0","0","0","0","0","0","0"
NA,"Polonia","67","17","16","11","3","4","0","0","2","3","4","2","5"
NA,"Portugal","21","4","4","0","2","0","4","2","1","0","1","0","3"
NA,"República Checa","16","5","2","0","0","0","0","0","1","1","1","2","4"
NA,"Rumania","70","8","13","16","8","2","3","8","2","4","1","1","4"
NA,"Rusia","7569","57","40","19","56","51","31","13","25","1331","2070","2103","1773"
NA,"Suecia","6","1","1","2","0","0","0","0","0","0","0","0","2"
NA,"Suiza","278","22","44","28","20","4","49","49","12","2","23","9","16"
NA,"Ucrania","2997","473","15","15","39","24","17","3","10","14","236","523","1628"
NA,"Otros","49","12","10","5","7","3","2","0","4","0","4","0","2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","19","3","0","1","1","0","4","0","4","0","0","0","6"
NA,"Australia","3","1","0","0","1","0","0","0","1","0","0","0","0"
NA,"Otros","16","2","0","1","0","0","4","0","3","0","0","0","6"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL DE CIBAO, 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD","TOTAL","M E S E S *",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","786707","60330","52471","63224","55512","57992","76666","93522","79770","52491","55665","58684","80380"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","138001","18805","7041","7225","9870","9822","9425","14487","15606","11089","12299","12282","10050"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","133512","18214","6791","6978","9544","9470","9140","14193","15088","10766","11832","11866","9630"
NA,"EXTRANJEROS","4489","591","250","247","326","352","285","294","518","323","467","416","420"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","648706","41525","45430","55999","45642","48170","67241","79035","64164","41402","43366","46402","70330"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","416070","28878","28099","35334","29085","30385","39645","47230","40099","28744","28842","29935","49794"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","232636","12647","17331","20665","16557","17785","27596","31805","24065","12658","14524","16467","20536"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","182106","9372","13323","16338","12449","13629","22894","26665","19842","9268","10727","11688","15911"
NA,"Canadá","1100","56","112","258","86","90","60","81","58","68","73","91","67"
NA,"Estados Unidos","178950","9186","13036","15946","12199","13392","22677","26304","19611","9056","10471","11419","15653"
NA,"México","2056","130","175","134","164","147","157","280","173","144","183","178","191"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","30348","1808","2135","2647","2494","2344","2893","3241","2678","1983","2397","2881","2847"
NA,"Aruba","21","3","2","2","6","0","1","3","0","0","1","2","1"
NA,"Caicos y Turcas, Islas","812","34","66","72","53","66","64","84","109","60","80","56","68"
NA,"Costa Rica","685","108","51","58","75","52","57","39","44","34","60","41","66"
NA,"Cuba","2528","146","154","149","147","181","282","263","243","213","263","249","238"
NA,"Curazao","36","3","1","5","3","6","2","3","2","1","0","2","8"
NA,"El Salvador","1189","73","104","94","105","85","101","106","117","81","88","128","107"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","862","50","68","73","106","67","70","75","72","69","70","62","80"
NA,"Haití","3986","228","201","405","288","295","339","434","396","260","324","398","418"
NA,"Honduras","763","32","56","66","60","75","65","92","91","61","53","56","56"
NA,"Jamaica","1024","36","62","58","95","118","86","82","88","90","108","120","81"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","1365","136","181","100","95","87","83","119","67","72","80","160","185"
NA,"Puerto  Rico","14992","864","1042","1367","1256","1146","1538","1737","1245","930","1098","1380","1389"
NA,"San Martin","8","0","0","1","0","0","2","2","0","1","1","1","0"
NA,"Trinidad y Tobago","656","28","66","46","58","53","51","44","60","46","60","95","49"
NA,"Virgenes Americanas, Islas","6","0","0","0","6","0","0","0","0","0","0","0","0"
NA,"Otros","1415","67","81","151","141","113","152","158","144","65","111","131","101"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","11340","868","970","887","818","1013","1119","1185","975","815","821","909","960"
NA,"Argentina","1133","117","82","61","75","149","141","167","83","52","60","62","84"
NA,"Bolivia","128","1","8","13","12","9","11","9","12","10","17","13","13"
NA,"Brasil","566","58","57","38","68","52","35","48","45","33","35","57","40"
NA,"Chile","1374","141","162","70","72","130","208","159","118","69","80","87","78"
NA,"Colombia","2497","189","192","204","133","214","221","230","212","230","226","194","252"
NA,"Ecuador","2027","128","147","206","130","167","197","234","192","140","117","159","210"
NA,"Perú","1637","125","161","137","144","124","147","154","128","133","117","141","126"
NA,"Uruguay","120","7","6","10","9","8","9","13","8","10","22","11","7"
NA,"Venezuela","1242","79","102","92","116","96","95","129","116","93","101","106","117"
NA,"Otros","616","23","53","56","59","64","55","42","61","45","46","79","33"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","3099","178","284","306","255","302","270","298","185","229","227","373","192"
NA,"China","479","31","46","58","28","44","47","50","30","35","31","54","25"
NA,"Corea del Sur","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"India","742","31","79","83","57","45","73","68","34","63","62","93","54"
NA,"Israel","220","8","26","25","29","29","12","11","13","21","18","13","15"
NA,"Japón","171","14","12","22","16","19","14","8","13","12","9","12","20"
NA,"Taiwan","182","17","14","20","14","17","25","26","11","11","8","16","3"
NA,"Otros","1305","77","107","98","111","148","99","135","84","87","99","185","75"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","5310","404","602","459","475","452","377","375","355","338","319","556","598"
NA,"Alemania","495","35","55","49","51","55","33","31","21","35","42","39","49"
NA,"Austria","61","4","5","2","2","2","1","3","2","4","3","12","21"
NA,"Bélgica","107","4","7","3","8","11","8","11","13","9","6","21","6"
NA,"Bulgaria","28","5","2","0","0","0","1","9","1","2","2","5","1"
NA,"Dinamarca","22","1","1","3","0","2","0","2","0","1","3","3","6"
NA,"Escocia","12","1","5","0","0","2","3","0","0","1","0","0","0"
NA,"España","734","52","65","67","47","55","63","57","61","69","41","76","81"
NA,"Finlandia","8","1","0","1","1","0","0","0","0","0","0","5","0"
NA,"Francia","452","28","82","48","24","32","26","31","33","19","29","34","66"
NA,"Grecia","78","4","10","4","9","5","8","10","7","4","6","7","4"
NA,"Holanda","138","7","15","11","25","12","15","3","14","8","7","5","16"
NA,"Hungría","24","1","2","2","3","1","1","1","1","2","2","8","0"
NA,"Inglaterra","162","2","2","3","0","21","18","18","13","6","27","27","25"
NA,"Irlanda","9","0","0","0","0","3","1","0","0","1","0","2","2"
NA,"Italia","765","115","109","52","44","49","57","47","57","43","38","61","93"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","46","3","3","2","0","0","5","7","13","6","1","2","4"
NA,"Polonia","74","0","4","2","14","4","7","13","0","2","5","12","11"
NA,"Portugal","247","5","9","17","14","16","17","12","24","18","21","52","42"
NA,"República Checa","61","0","21","12","0","0","3","3","0","2","4","14","2"
NA,"Rumania","64","2","4","5","5","7","7","7","2","2","9","12","2"
NA,"Rusia","993","94","100","120","141","107","68","58","47","64","32","100","62"
NA,"Suecia","11","2","0","1","1","0","1","0","2","0","0","3","1"
NA,"Suiza","352","25","36","28","40","29","13","30","35","17","23","18","58"
NA,"Ucrania","246","10","39","19","33","29","17","16","6","16","13","27","21"
NA,"Otros","121","3","26","8","13","10","4","6","3","7","5","11","25"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","433","17","17","28","66","45","43","41","30","25","33","60","28"
NA,"Australia","51","4","0","8","2","6","7","7","1","2","4","9","1"
NA,"Otros","382","13","17","20","64","39","36","34","29","23","29","51","27"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL LA ISABELA, 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD","TOTAL","M E S E S *",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","25685","1541","1520","1878","1942","1805","2219","2228","2337","2079","2203","2277","3656"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","13164","749","670","945","926","937","1082","1126","1265","1163","1159","1041","2101"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","13164","749","670","945","926","937","1082","1126","1265","1163","1159","1041","2101"
NA,"EXTRANJEROS","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","12521","792","850","933","1016","868","1137","1102","1072","916","1044","1236","1555"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","12521","792","850","933","1016","868","1137","1102","1072","916","1044","1236","1555"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","48","0","0","2","4","1","7","12","10","2","2","0","8"
NA,"Canadá","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Estados Unidos","48","0","0","2","4","1","7","12","10","2","2","0","8"
NA,"México","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","10546","734","800","852","898","732","927","865","803","764","839","1024","1308"
NA,"Aruba","199","5","7","3","27","6","16","21","33","16","27","17","21"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","20","0","0","1","0","2","0","5","3","3","1","2","3"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Haití","7865","581","663","690","651","542","628","577","521","568","599","814","1031"
NA,"Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Puerto  Rico","2460","148","130","157","219","182","283","262","246","177","212","191","253"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","2","0","0","1","1","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","64","4","0","0","8","6","21","4","3","1","13","2","2"
NA,"Argentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0"
